,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_depth,param_model__max_features,param_model__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,fold,model,param_model__criterion
11,355.1928915500641,10.223850953680824,1.2310891628265381,0.171014009110646,10,log2,1100,"{'model__max_depth': 10, 'model__max_features': 'log2', 'model__n_estimators': 1100}",0.7085089444181284,0.7096137720288305,0.7061166195078007,0.6838753961251495,0.6944884955510047,0.7005206455261828,0.009912254582372257,5,0.9582333053947028,0.9595428170360291,0.9590475460148871,0.9612115624337565,0.9610932679394365,0.9598256997637623,0.0011617753777057255,1,random_forest_classifier,
0,362.69395756721497,2.0513960866142127,0.5251960754394531,0.03396953540187118,4,sqrt,700,"{'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__n_estimators': 700}",0.6266347193701095,0.5954062446691353,0.5921336275309121,0.6091267765743639,0.6001744860793989,0.6046951708447839,0.012373326387907764,7,0.6146500466386214,0.6215295187200264,0.6217172656339081,0.6260798670136134,0.6178410914907646,0.6203635578993868,0.0038697603766817195,2,random_forest_classifier,
1,466.3442834377289,3.4460849018069877,0.6184205532073974,0.0178223416765116,4,sqrt,900,"{'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__n_estimators': 900}",0.6224738503529446,0.5835553524886563,0.591341654935974,0.6137240482593249,0.5986178020035037,0.6019425416080807,0.014295873202688988,9,0.6147688722290877,0.6137195039095231,0.62473628597975,0.6292120572801058,0.6238965198709228,0.6212666478538779,0.006021040047829935,2,random_forest_classifier,
2,577.0303223133087,7.248525598332728,0.7733471870422364,0.03749101823019968,4,sqrt,1100,"{'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__n_estimators': 1100}",0.628446597342303,0.5877261197283725,0.5965870563799982,0.6047869073916711,0.6054157049076333,0.6045924771499956,0.013552087157242732,8,0.6199835264223708,0.6183703883128109,0.6255013783128867,0.6258535834407346,0.6263250001707888,0.6232067753319183,0.0033398830842532212,2,random_forest_classifier,
3,121.95318307876587,0.591261209859586,0.505427360534668,0.01511705072836214,4,log2,700,"{'model__max_depth': 4, 'model__max_features': 'log2', 'model__n_estimators': 700}",0.5731405238276394,0.5607374625650574,0.5407962323923157,0.5462727097367003,0.5521169861497951,0.5546127829343016,0.011379558643464236,12,0.5702144047317018,0.5795430387116547,0.5810271939665795,0.5806986003829424,0.5744251099405657,0.5771816695466888,0.004216024780963323,2,random_forest_classifier,
4,156.18263158798217,0.3337139200721903,0.6195240974426269,0.020114240137652287,4,log2,900,"{'model__max_depth': 4, 'model__max_features': 'log2', 'model__n_estimators': 900}",0.574170013150246,0.5532124363375074,0.5488186399040662,0.5499726188596501,0.5587883540976263,0.5569924124698191,0.00925928346378447,10,0.5743730985382254,0.5781773153995703,0.5861292184366447,0.577762086489109,0.5757588713485028,0.5784401180424104,0.004083645145454771,2,random_forest_classifier,
5,188.74747667312622,0.6005522907790735,0.781468391418457,0.015356295049456271,4,log2,1100,"{'model__max_depth': 4, 'model__max_features': 'log2', 'model__n_estimators': 1100}",0.5668633502072553,0.5453286933577525,0.5556786938235797,0.5507847307967759,0.556222790620969,0.5549756517612665,0.007127336427996972,11,0.5684953477926219,0.5746707697269907,0.583750044311106,0.5791806315714215,0.5792561272426582,0.5770705841289596,0.0051601913651355665,2,random_forest_classifier,
6,819.121965122223,3.4411522979001328,0.9033209323883057,0.08123232965978003,10,sqrt,700,"{'model__max_depth': 10, 'model__max_features': 'sqrt', 'model__n_estimators': 700}",0.7602187419454546,0.7463084416128066,0.7449098821713805,0.7568677046493374,0.7517607747538402,0.7520131090265638,0.005898512437949199,1,0.9622886749438454,0.9531529919816397,0.9651552884916951,0.961589898995869,0.9612341461150798,0.9606842001056257,0.0040101570483565725,2,random_forest_classifier,
7,1059.484345769882,4.094593168356405,1.1505610466003418,0.06294578033262174,10,sqrt,900,"{'model__max_depth': 10, 'model__max_features': 'sqrt', 'model__n_estimators': 900}",0.754545575465491,0.7458449706417692,0.7428199531067067,0.7628132631748191,0.7528391427648302,0.7517725810307233,0.007014411250332961,2,0.9620525874749241,0.9523190426016465,0.9631397884405477,0.9627747137888816,0.9601673718732227,0.9600907008358444,0.004018815997155761,2,random_forest_classifier,
8,1213.1421066761018,70.67641568238665,0.9537185668945313,0.4205138523519354,10,sqrt,1100,"{'model__max_depth': 10, 'model__max_features': 'sqrt', 'model__n_estimators': 1100}",0.7646112619125198,0.7491958485316323,0.7419030458747703,0.7528446576984135,0.7476705737083353,0.7512450775451343,0.007555971336219567,3,0.9627725429111245,0.9525244190086578,0.9635046793824389,0.9589584775024286,0.9625334699587114,0.9600587177526723,0.0040826482385354105,2,random_forest_classifier,
9,268.73178400993345,2.4094001862247088,0.9917376041412354,0.0945738223477785,10,log2,700,"{'model__max_depth': 10, 'model__max_features': 'log2', 'model__n_estimators': 700}",0.7128186416174674,0.6909470153065764,0.6944336120887543,0.7027121829754324,0.6997173525546991,0.700125760908586,0.007544740236678932,6,0.9591824668269129,0.9537317576811039,0.9589746685543195,0.9576456730974007,0.956440310755884,0.9571949753831243,0.001994189259001311,2,random_forest_classifier,
10,335.8913255214691,7.88153202775222,1.2092201709747314,0.09892845271599791,10,log2,900,"{'model__max_depth': 10, 'model__max_features': 'log2', 'model__n_estimators': 900}",0.7070722804316802,0.6932771761241242,0.6916866071816312,0.708889741720338,0.7054319295517298,0.7012715470019008,0.00727702163171087,4,0.9583437704074971,0.9541952499949043,0.9594378409273523,0.9582583989116353,0.9562272356305586,0.9572924991743894,0.0018637791522931714,2,random_forest_classifier,
11,354.7066683769226,18.78921683974692,1.0683708667755127,0.13866652071359167,10,log2,1100,"{'model__max_depth': 10, 'model__max_features': 'log2', 'model__n_estimators': 1100}",0.7123564663511497,0.6885881352461705,0.6924836375062294,0.7084053091184933,0.7034043921170459,0.7010475880678178,0.009123163116478981,5,0.9597714168597812,0.9516017400469801,0.9581429861583177,0.9557485254124232,0.9589469047982662,0.9568423146551537,0.00294484916035202,2,random_forest_classifier,
0,359.5959198474884,2.217215929459551,0.5513997077941895,0.044141666092366624,4,sqrt,700,"{'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__n_estimators': 700}",0.6217188723955688,0.6003999697464704,0.6074629154574235,0.6168934184683665,0.5961536853987792,0.6085257722933217,0.009636412803826903,9,0.6212924984061092,0.6354140513048507,0.6308764656598158,0.6257217986841722,0.6283272972471509,0.6283264222604198,0.004753890119429559,3,random_forest_classifier,
1,462.3483769416809,3.6031466217656365,0.6385214328765869,0.03827472864263949,4,sqrt,900,"{'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__n_estimators': 900}",0.6216294162641162,0.610438970828876,0.614086216868722,0.6159571712179631,0.6041624848937829,0.6132548520146921,0.00580908512037204,7,0.6247338715526436,0.6309264345924971,0.6289343781857691,0.6288211786683031,0.631205801318936,0.6289243328636298,0.0023144855731100705,3,random_forest_classifier,
2,580.3031433582306,7.60393606858118,0.7606867790222168,0.052043358501576285,4,sqrt,1100,"{'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__n_estimators': 1100}",0.6158915027550181,0.6096677020476213,0.6126907293751309,0.6140175483033138,0.6026111250007987,0.6109757214963765,0.0046483600794808965,8,0.6251434990111486,0.6345343908097901,0.6294161008260337,0.6288738694816496,0.633119843642943,0.630217540754313,0.0033242206460407813,3,random_forest_classifier,
3,122.73117380142212,2.222361935661501,0.502666425704956,0.012438896857747427,4,log2,700,"{'model__max_depth': 4, 'model__max_features': 'log2', 'model__n_estimators': 700}",0.5698662245151236,0.5594377023549628,0.5547799739796085,0.5711544414675225,0.5618145118389749,0.5634105708312385,0.0062363657232349,12,0.5782072178874029,0.5866971849368888,0.5822060671255016,0.5797293062103165,0.5810738654966316,0.5815827283313483,0.002885633494493847,3,random_forest_classifier,
4,157.5133483886719,1.092730425859832,0.6317859649658203,0.02719535182278473,4,log2,900,"{'model__max_depth': 4, 'model__max_features': 'log2', 'model__n_estimators': 900}",0.576707047888305,0.555508928740496,0.5535880053611042,0.5749691726323287,0.5671042796363479,0.5655754868517163,0.009586714721205218,10,0.5814872018566045,0.584510713507444,0.5738972332082788,0.5796298593385489,0.5854576863748984,0.5809965388571549,0.004117279792036809,3,random_forest_classifier,
5,190.3340171813965,2.9107749013159276,0.783842658996582,0.03756260143085869,4,log2,1100,"{'model__max_depth': 4, 'model__max_features': 'log2', 'model__n_estimators': 1100}",0.5797843236085719,0.5560532085293783,0.5543457307965082,0.5643249491350724,0.562823645998854,0.563466371613677,0.009006296516483388,11,0.5817613130644131,0.5860606949080002,0.5820597930438769,0.5801755463963696,0.5856927087863208,0.5831500112397962,0.0023195641690308302,3,random_forest_classifier,
6,828.1789658069611,2.010646703750878,0.9039614200592041,0.030820252001544878,10,sqrt,700,"{'model__max_depth': 10, 'model__max_features': 'sqrt', 'model__n_estimators': 700}",0.7738135641655682,0.7496470994316573,0.7571760180582716,0.7434308287634891,0.7413161797141896,0.7530767380266352,0.011746801890893981,1,0.9627526633499542,0.9593154697605971,0.9638154108688624,0.963715979458893,0.9678867397164314,0.9634972526309475,0.002737092769175779,3,random_forest_classifier,
7,1064.2931727409364,3.848010735400174,1.2348456859588623,0.0765316405760373,10,sqrt,900,"{'model__max_depth': 10, 'model__max_features': 'sqrt', 'model__n_estimators': 900}",0.7715369141857791,0.7515133305761755,0.7537446797426008,0.7462296553690893,0.7404703038545245,0.7526989767456338,0.01047625599483529,2,0.9625260621946392,0.9619211754111809,0.9650198186562386,0.9645496781202281,0.9663594093442158,0.9640752287453006,0.001635524141405187,3,random_forest_classifier,
8,1214.227331161499,67.33145575701805,1.0074102878570557,0.4019291883223859,10,sqrt,1100,"{'model__max_depth': 10, 'model__max_features': 'sqrt', 'model__n_estimators': 1100}",0.7732348594744332,0.7491302845262915,0.7493678478177651,0.7447340379488453,0.7410534069741399,0.7515040873482949,0.01129137020490811,3,0.9622752905778762,0.9616851413869049,0.9631067169693348,0.9626364040119993,0.9643239939313542,0.9628055093754938,0.0008901094750802698,3,random_forest_classifier,
9,267.4233202934265,4.104855125510298,0.9970383167266845,0.04074715887481926,10,log2,700,"{'model__max_depth': 10, 'model__max_features': 'log2', 'model__n_estimators': 700}",0.7220441712311764,0.6992637027992642,0.6997991659207679,0.6920769069716137,0.6924785432078877,0.7011324980261421,0.010949547111005223,6,0.9577412704066173,0.9567003426584232,0.9616831420438307,0.9592883677743589,0.961914795066273,0.9594655835899006,0.002076892927477566,3,random_forest_classifier,
10,338.015109872818,10.431508974965459,1.2397703170776366,0.1043169121908193,10,log2,900,"{'model__max_depth': 10, 'model__max_features': 'log2', 'model__n_estimators': 900}",0.7215488997104258,0.6964772690204928,0.708949566367238,0.6933302589914963,0.6954573871567203,0.7031526762492746,0.010698442777772016,5,0.9604756810563424,0.956316617184467,0.960609079208962,0.9582053878994689,0.9610987865386633,0.9593411103775807,0.0018122828527676236,3,random_forest_classifier,
11,354.9711066246033,18.240428928594085,1.1564879894256592,0.16048597144644014,10,log2,1100,"{'model__max_depth': 10, 'model__max_features': 'log2', 'model__n_estimators': 1100}",0.720698001044273,0.7034808630083985,0.7050819440502559,0.6927521597840832,0.6959328849275432,0.7035891705629108,0.009705788953007709,4,0.958677575294592,0.9583371271284445,0.9607114002147612,0.9598776675023326,0.9640581689600922,0.9603323878200445,0.0020470142055228984,3,random_forest_classifier,
0,363.3831827163696,2.0557750321423325,0.537929916381836,0.04429532160191018,4,sqrt,700,"{'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__n_estimators': 700}",0.6159176526855638,0.6031219538278262,0.6222044883506415,0.5955167616902023,0.6086262241736756,0.6090774161455819,0.009366656986050872,7,0.6248155173057558,0.6314947074901321,0.6253110820814239,0.6179491114177834,0.6318050314930175,0.6262750899576226,0.005103062663300926,4,random_forest_classifier,
1,468.92510161399844,2.310642790372925,0.6659570693969726,0.03518423277429654,4,sqrt,900,"{'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__n_estimators': 900}",0.6049459453961803,0.6067271253664851,0.621850297863299,0.6163909112345993,0.5941048346225614,0.608803822896625,0.009623207014560847,8,0.6220447280994812,0.6283643837652244,0.6249572014468938,0.6310619464295374,0.627259540364747,0.6267375600211768,0.0030597936165824235,4,random_forest_classifier,
2,582.7856501102448,5.4168164281707005,0.7296478271484375,0.02129806768988213,4,sqrt,1100,"{'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__n_estimators': 1100}",0.6011633487640876,0.6041615920275919,0.6217692409007686,0.6104775734144609,0.6012517173023342,0.6077646944818487,0.007777737676533495,9,0.6181241516579696,0.630350887298193,0.6286674458863737,0.6241163325286693,0.6302536867594363,0.6263025008261284,0.004674590792484038,4,random_forest_classifier,
3,123.05252976417542,1.072400492416205,0.5316596031188965,0.02887274771109873,4,log2,700,"{'model__max_depth': 4, 'model__max_features': 'log2', 'model__n_estimators': 700}",0.5642727790206286,0.5367287768847367,0.5646458506970958,0.5533969288224927,0.5553798105093954,0.5548848291868699,0.010153937484601923,12,0.5815652461921904,0.5826411981928381,0.5732095588737246,0.5751547557049764,0.5729530033892141,0.5771047524705887,0.004165579826470897,4,random_forest_classifier,
4,157.37033071517945,2.1606750933832752,0.6426987171173095,0.02568092204353579,4,log2,900,"{'model__max_depth': 4, 'model__max_features': 'log2', 'model__n_estimators': 900}",0.5657469037541814,0.5442786992598222,0.584142609790344,0.5570866118473415,0.5609354406424402,0.5624380530588258,0.012982250755143223,10,0.5804645934660491,0.587150994658619,0.5858901318978683,0.5779667275792147,0.5809868622544703,0.5824918619712443,0.0034672017218020496,4,random_forest_classifier,
5,190.77776260375975,1.4622160917298515,0.7389590263366699,0.030517108221608663,4,log2,1100,"{'model__max_depth': 4, 'model__max_features': 'log2', 'model__n_estimators': 1100}",0.5592262462266147,0.5430643076235059,0.5803516993536646,0.5557432459106162,0.5641956750294063,0.5605162348287616,0.012132594035017886,11,0.5790895769304356,0.5819452498815662,0.5835643636146557,0.5758915014220816,0.5854711596037714,0.5811923702905022,0.00337704511877313,4,random_forest_classifier,
6,824.8070013523102,3.231752189910791,0.9267332077026367,0.06156482955133856,10,sqrt,700,"{'model__max_depth': 10, 'model__max_features': 'sqrt', 'model__n_estimators': 700}",0.7503714946376308,0.7560745478038512,0.7610344388522384,0.7469073676224304,0.7638789531875287,0.7556533604207359,0.006343252737224665,2,0.9599356767258796,0.961137740486025,0.9655217670184222,0.9630225688906747,0.9627996360939161,0.9624834778429834,0.0018933608149082843,4,random_forest_classifier,
7,1059.2091588974,0.9669617040469063,1.167442226409912,0.07509857971199625,10,sqrt,900,"{'model__max_depth': 10, 'model__max_features': 'sqrt', 'model__n_estimators': 900}",0.7582848516579777,0.7552464220070624,0.7618404942686168,0.7464382061987875,0.7620792504803193,0.7567778449225526,0.005749082947284916,1,0.9593268267515601,0.9624735721872683,0.9636136594427396,0.9626499927280094,0.9635259615322842,0.9623180025283723,0.001563294197142155,4,random_forest_classifier,
8,1213.6867923736572,71.66989842610562,0.9530070304870606,0.3770300256783096,10,sqrt,1100,"{'model__max_depth': 10, 'model__max_features': 'sqrt', 'model__n_estimators': 1100}",0.7564660219056206,0.7580448208005015,0.7527545542248799,0.7446226793861889,0.7605673268419728,0.7544910806318328,0.005547091081542333,3,0.9605120634290734,0.9630576521389366,0.9644685636941874,0.9634711202430708,0.9657485093481832,0.9634515817706901,0.0017381863488329723,4,random_forest_classifier,
9,265.2180557727814,2.2889859901618204,1.0377203464508056,0.12492417831236333,10,log2,700,"{'model__max_depth': 10, 'model__max_features': 'log2', 'model__n_estimators': 700}",0.7086271990440695,0.7063745804312328,0.7116137079749264,0.6953653128005376,0.7058161806521106,0.7055593961805754,0.005490280599368022,4,0.9581082841240427,0.9563423538056688,0.9604933806858643,0.9588342601088767,0.9569503763718785,0.9581457310192661,0.0014606831033344458,4,random_forest_classifier,
10,338.9470681667328,10.755837100865152,1.3275897026062011,0.08122887034122693,10,log2,900,"{'model__max_depth': 10, 'model__max_features': 'log2', 'model__n_estimators': 900}",0.7026120661678669,0.7004452547118983,0.7096862268083586,0.6980912768003243,0.7149034081686464,0.7051476465314189,0.006230691878737987,5,0.9549275474003748,0.9582615355640997,0.9644356176048609,0.9614454198465716,0.9598007977564864,0.9597741836344786,0.003171772136168805,4,random_forest_classifier,
11,355.133940410614,17.317329918836236,1.1433976650238038,0.16617211255870212,10,log2,1100,"{'model__max_depth': 10, 'model__max_features': 'log2', 'model__n_estimators': 1100}",0.709634655444666,0.6979224207229094,0.7086150632285252,0.6943062013734577,0.712741731379255,0.7046440144297627,0.007187474477770379,6,0.9555018595112855,0.9601540987323756,0.9591978355689021,0.9602545765783465,0.9573057345215379,0.9584828209824895,0.0018283980363616482,4,random_forest_classifier,
0,361.9645946979523,2.180486345151781,0.5275380611419678,0.03582897475425924,4,sqrt,700,"{'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__n_estimators': 700}",0.6062575187722716,0.6048849503483685,0.6202153536606165,0.6141709058143593,0.6206533365245753,0.6132364130240383,0.00667894508432747,7,0.6209132680862073,0.6283392412306075,0.6308134494334177,0.6316046095883286,0.6308322843454596,0.6285005705368041,0.003950051699184069,5,random_forest_classifier,
1,468.3195598602295,3.4637009996623256,0.6666791439056396,0.014621496622372724,4,sqrt,900,"{'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__n_estimators': 900}",0.6055112111210966,0.6082328927634201,0.6159548400763281,0.6075824844286501,0.6073051049421818,0.6089173066663354,0.003632567426934976,9,0.615268150580862,0.6268716844477109,0.6373012213379831,0.6327893598964055,0.6300566516735021,0.6284574135872927,0.007429770553247372,5,random_forest_classifier,
2,576.8267475605011,8.610327751034465,0.7579776763916015,0.03210714295724886,4,sqrt,1100,"{'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__n_estimators': 1100}",0.6013737592988743,0.608886003304176,0.6097773494684667,0.6081255106843838,0.6202690435303069,0.6096863332572415,0.006069227654741422,8,0.6192190600860944,0.6286162277739271,0.6315068136975012,0.630962851015352,0.6358015734439425,0.6292213052033634,0.005513029785726715,5,random_forest_classifier,
3,122.69359407424926,1.812623933863952,0.5173573017120361,0.025356473950687075,4,log2,700,"{'model__max_depth': 4, 'model__max_features': 'log2', 'model__n_estimators': 700}",0.5525513140405076,0.5507376012033534,0.5638355738527518,0.5590700218730869,0.5703415037570007,0.5593072029453401,0.007230467498703553,12,0.581924904380133,0.5830643217888685,0.5780230499892222,0.583350241374668,0.5874420427616412,0.5827609120589066,0.003016574116213928,5,random_forest_classifier,
4,156.85646457672118,2.5930947733844656,0.6446427345275879,0.04683473151260342,4,log2,900,"{'model__max_depth': 4, 'model__max_features': 'log2', 'model__n_estimators': 900}",0.5569459616380397,0.5550192036608728,0.5635349959668089,0.5671761836319993,0.5716194104978484,0.5628591510791138,0.0062010687199101295,10,0.5752793846080998,0.5831210827761821,0.5757797132765695,0.584539297590985,0.588451844029379,0.5814342644562431,0.005130097559817936,5,random_forest_classifier,
5,188.53839187622071,2.149831331383783,0.7609251022338868,0.042939883387801255,4,log2,1100,"{'model__max_depth': 4, 'model__max_features': 'log2', 'model__n_estimators': 1100}",0.552813326294146,0.55406333009083,0.5705740348884443,0.5678395729186367,0.5591048194090075,0.5608790167202129,0.007170766238721457,11,0.5787157101785677,0.5864584674178073,0.5818880786549107,0.5837960452446327,0.5844531463715482,0.5830622895734933,0.0026183364064055743,5,random_forest_classifier,
6,821.9443548202514,3.830526361250992,0.9031175136566162,0.05173830682536846,10,sqrt,700,"{'model__max_depth': 10, 'model__max_features': 'sqrt', 'model__n_estimators': 700}",0.7589061362464044,0.7517739337097181,0.7610975205478943,0.7563932787422849,0.7597058171533251,0.7575753372799253,0.003279307583137784,2,0.9571868649243218,0.9656305093282341,0.9650414774070519,0.9656361736997462,0.9684836348341332,0.9643957320386974,0.0037989227917300584,5,random_forest_classifier,
7,1057.3130123615265,6.334840448267662,1.190729284286499,0.08775618456699329,10,sqrt,900,"{'model__max_depth': 10, 'model__max_features': 'sqrt', 'model__n_estimators': 900}",0.7546974175503449,0.7476025659882648,0.7588703369008338,0.7501744215103017,0.7526288181631557,0.7527947120225802,0.0038570799724566155,3,0.957320750249415,0.9652771219507282,0.9657547688012528,0.9664822083558938,0.967283530890667,0.9644236760495914,0.0036157449498165294,5,random_forest_classifier,
8,1218.9796230793,61.84524635469357,1.1567522525787353,0.6599682782619314,10,sqrt,1100,"{'model__max_depth': 10, 'model__max_features': 'sqrt', 'model__n_estimators': 1100}",0.760814705559827,0.7512144909169373,0.7615325103152834,0.7560865499390925,0.7597262103619972,0.7578748934186275,0.0038211821495021886,1,0.9568518305999641,0.9653896860511435,0.9680056377829424,0.9668436117242025,0.9681190542378527,0.9650419640792212,0.004211816161252689,5,random_forest_classifier,
9,269.29689540863035,3.383031826205876,0.990210771560669,0.042036267115876644,10,log2,700,"{'model__max_depth': 10, 'model__max_features': 'log2', 'model__n_estimators': 700}",0.6963622774433537,0.6780753265709916,0.7099911813192866,0.6992546134616903,0.6974280165429922,0.6962222830676629,0.010291384828223515,6,0.9538824614314372,0.9590802136105331,0.9596876653518532,0.9611369661747936,0.9614635590952955,0.9590501731327825,0.0027309954226304063,5,random_forest_classifier,
10,340.33913626670835,5.472600611577379,1.2171075820922852,0.12922110706666573,10,log2,900,"{'model__max_depth': 10, 'model__max_features': 'log2', 'model__n_estimators': 900}",0.707090245653801,0.6845585582140845,0.7122362364249727,0.6968531127796124,0.7081749357745387,0.7017826177694019,0.00999278773159547,4,0.9557635986920725,0.9599144018648383,0.9602745409662318,0.9609937162192277,0.965240723149823,0.9604373961784386,0.0030174780793760774,5,random_forest_classifier,
11,364.42105665206907,16.372856938978405,1.1027403831481934,0.11823056391274121,10,log2,1100,"{'model__max_depth': 10, 'model__max_features': 'log2', 'model__n_estimators': 1100}",0.7023985324411252,0.686416455860124,0.7116581843978919,0.694418631111263,0.7060572755137167,0.7001898158648242,0.008875145156389009,5,0.9564726424605843,0.9598044015883146,0.9623876757666708,0.9633702616041286,0.964550938699708,0.9613171840238813,0.002883620747643396,5,random_forest_classifier,
