,Unnamed: 0,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__gamma,param_model__kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,fold,model
58,4,116.2940197944641,2.8759053152060243,22.504633808135985,0.6383495256872748,1,0.1,poly,"{'model__C': 1, 'model__gamma': 0.1, 'model__kernel': 'poly'}",0.8136120230922629,0.8109170650661225,0.8162890703559933,0.803943241126594,0.8080735867542739,0.8105669972790495,0.0042948362382941,9,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,svc
59,5,963.0676612854004,21.787343441248137,68.98295459747314,0.2487802693583312,1,0.1,sigmoid,"{'model__C': 1, 'model__gamma': 0.1, 'model__kernel': 'sigmoid'}",0.0022553192252724,0.0011671137127969,0.0015543913209451,0.0040328611480745,0.0004775876425235,0.0018974546099225,0.0012128594821718,23,0.0012164804688741,0.0013949436152452,0.0022095175716884,0.0011734567416317,0.0001688122429392,0.0012326421280757,0.0006505575360837,3,svc
60,6,170.55373268127445,2.88888879084909,50.505909061431886,2.0147774194228285,1,0.01,rbf,"{'model__C': 1, 'model__gamma': 0.01, 'model__kernel': 'rbf'}",0.7914050658258226,0.7886552125181318,0.8139230946206708,0.7855107772692751,0.7891793654730724,0.7937347031413945,0.0102682388320196,10,0.8677847036344499,0.864899238869011,0.866752086268683,0.8749020420824819,0.868248254256124,0.86851726502215,0.0033935338620858,3,svc
61,7,393.6508301734924,13.98643333554412,51.48893241882324,0.3376032666620721,1,0.01,poly,"{'model__C': 1, 'model__gamma': 0.01, 'model__kernel': 'poly'}",0.5928614565810496,0.6054304742798053,0.6068315183909511,0.5986311176472371,0.6010774693546329,0.6009664072507352,0.0050096618809712,18,0.6482927557528402,0.6625552572377278,0.6513115461411706,0.6559608543568758,0.647440232383156,0.653112129174354,0.0055843849335839,3,svc
62,8,234.11643171310425,0.9053169940863202,46.506787109375,0.1881946893281715,1,0.01,sigmoid,"{'model__C': 1, 'model__gamma': 0.01, 'model__kernel': 'sigmoid'}",0.7488522249161282,0.7508462188368612,0.7532249692705428,0.746698395754425,0.749865126999997,0.7498973871555908,0.0021587049404817,15,0.7966049927645722,0.7904605561604889,0.7947033923123059,0.7958565259897046,0.797558916670713,0.795036876779557,0.0024716561282323,3,svc
63,9,1391.6693903446198,31.319229621579357,58.80836157798767,3.388955348645163,10,1.0,rbf,"{'model__C': 10, 'model__gamma': 1, 'model__kernel': 'rbf'}",0.152628969502172,0.1547338879761194,0.1535598708751557,0.1507597195524697,0.1498441442369951,0.1523053184285824,0.0017901316260565,19,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,svc
64,10,115.33876876831054,3.694049301111412,22.597675037384032,0.2975538622544214,10,1.0,poly,"{'model__C': 10, 'model__gamma': 1, 'model__kernel': 'poly'}",0.8104391208216313,0.8096984979672097,0.8157869446611946,0.8091162360540608,0.8080914613826207,0.8106264521773433,0.0026919808987871,8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,svc
65,11,1544.76404337883,16.916884523434703,70.17160143852234,0.2891559704204371,10,1.0,sigmoid,"{'model__C': 10, 'model__gamma': 1, 'model__kernel': 'sigmoid'}",0.0009925515048048,0.0001241966103848,6.927233263034743e-05,0.0009805591536783,7.073719951427123e-05,0.0004474633602025,0.0004406278827828,27,0.0007526434295558,0.0003027285041844,0.0003006632002425,0.0018212468765976,8.57295613674284e-05,0.0006526023143895,0.0006234349811736,3,svc
66,12,259.1741979598999,3.643980477969191,37.27208323478699,1.137982491700694,10,0.1,rbf,"{'model__C': 10, 'model__gamma': 0.1, 'model__kernel': 'rbf'}",0.7670567421839782,0.7660418793402239,0.7695222934779091,0.7697580493758894,0.7758841982636001,0.7696526325283203,0.0034245203389123,13,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,svc
67,13,115.79974455833435,4.061134772534001,21.97637405395508,0.6362005647668049,10,0.1,poly,"{'model__C': 10, 'model__gamma': 0.1, 'model__kernel': 'poly'}",0.8173737971352908,0.8145302713535978,0.817961656475848,0.8095343278217678,0.806196827652735,0.8131193760878478,0.0045675518861302,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,svc
68,14,848.9706013679504,17.866039199626062,69.5411892414093,0.7761187115855651,10,0.1,sigmoid,"{'model__C': 10, 'model__gamma': 0.1, 'model__kernel': 'sigmoid'}",0.0022691821757089,0.0004872237872774,0.0015432598284263,0.0013564495750894,0.000394828773061,0.0012101888279126,0.000698754016411,24,0.0012958086541611,0.0014702577739783,0.0023676642018088,0.0024057791278176,0.0001855970735844,0.00154502136627,0.0008165018232778,3,svc
69,15,88.3322853088379,3.7397633255382585,28.27879590988159,0.9022461249674,10,0.01,rbf,"{'model__C': 10, 'model__gamma': 0.01, 'model__kernel': 'rbf'}",0.828234740759991,0.8374121664050895,0.8342247889543795,0.8159825889760748,0.8282089163916458,0.8288126402974362,0.0073287361761716,1,0.9784811249889084,0.9777672120658316,0.9759919356305876,0.97610315673506,0.9756314371575792,0.9767949733155934,0.001119433048336,3,svc
70,16,190.59977078437805,5.690300971333941,37.70060315132141,0.1094255289599969,10,0.01,poly,"{'model__C': 10, 'model__gamma': 0.01, 'model__kernel': 'poly'}",0.7829670870261297,0.78401934504846,0.7858652631691849,0.765915198953802,0.7733027353088838,0.7784139259012921,0.0076159946389673,11,0.9046952513730468,0.9032215396745248,0.901788154053722,0.904025173983816,0.90118857616305,0.9029837390496318,0.0013207909421513,3,svc
71,17,102.351731300354,1.238148393670616,22.44803104400635,0.2689959938169021,10,0.01,sigmoid,"{'model__C': 10, 'model__gamma': 0.01, 'model__kernel': 'sigmoid'}",0.7402174517082596,0.749579629231236,0.7592503837116583,0.7546473126271533,0.7247145325132945,0.7456818619583203,0.012240632021404,16,0.831020779692387,0.8257206524669961,0.8342953503394624,0.8278829646878254,0.803259185990884,0.824435786635511,0.0109777544295969,3,svc
72,18,1412.3215981006622,10.40412534224776,56.79687199592591,5.259795183910621,100,1.0,rbf,"{'model__C': 100, 'model__gamma': 1, 'model__kernel': 'rbf'}",0.1536668912945828,0.1544773582683036,0.1535598708751557,0.1507597195524697,0.1479314677561312,0.1520790615493286,0.0024252432574758,20,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,svc
73,19,116.7130365371704,2.0619016580141705,22.69522609710693,0.1402648119655658,100,1.0,poly,"{'model__C': 100, 'model__gamma': 1, 'model__kernel': 'poly'}",0.8165638715804985,0.8065693726398927,0.8174198508912642,0.8054203053604713,0.8090427254677007,0.8110032251879655,0.0050351856984715,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,svc
74,20,1545.8706276893615,17.501592302946243,68.69246716499329,3.618313815880205,100,1.0,sigmoid,"{'model__C': 100, 'model__gamma': 1, 'model__kernel': 'sigmoid'}",0.0021659886306271,0.0009823385371356,6.820235639141332e-05,0.0017804846939994,7.088365334349333e-05,0.0010135795742994,0.0008601836759271,25,0.0008070355394409,0.0011543031809752,0.0005023471599469,0.0027367742979958,8.25472888261851e-05,0.001056601493437,0.0009111299466084,3,svc
75,21,257.440789270401,4.406847668730798,36.99748349189758,0.8996364224733814,100,0.1,rbf,"{'model__C': 100, 'model__gamma': 0.1, 'model__kernel': 'rbf'}",0.7673342051998083,0.7670331785365323,0.771978505889532,0.7703594204661744,0.7744672267676362,0.7702345073719365,0.0028154327054739,12,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,svc
76,22,115.03871755599975,3.310382235272741,22.012212610244752,0.7353293572375482,100,0.1,poly,"{'model__C': 100, 'model__gamma': 0.1, 'model__kernel': 'poly'}",0.8155136554580258,0.8072188876440229,0.8165002550007388,0.8119169366880851,0.8105123092658901,0.8123324088113526,0.0033800813675023,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,svc
77,23,810.0399875164032,25.76500877097693,69.75793623924255,0.6318627879442871,100,0.1,sigmoid,"{'model__C': 100, 'model__gamma': 0.1, 'model__kernel': 'sigmoid'}",0.0029044926577934,0.0042200588210068,0.0023023034312613,0.001853781279658,0.0048779854309769,0.0032317243241393,0.0011451298182299,22,0.0016877749381376,0.0070413373180191,0.0039553468908257,0.002526251429738,0.0044046113031383,0.0039230643759718,0.001838703946947,3,svc
78,24,83.21797647476197,1.742563826662426,22.953964281082158,1.147861079095379,100,0.01,rbf,"{'model__C': 100, 'model__gamma': 0.01, 'model__kernel': 'rbf'}",0.8226055743292281,0.823172511522652,0.8157688999604904,0.8156048122984629,0.8240448355124099,0.8202393267246487,0.0037456117614982,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,svc
79,25,124.60159430503845,2.580819819956738,25.183146286010743,0.1637107062702034,100,0.01,poly,"{'model__C': 100, 'model__gamma': 0.01, 'model__kernel': 'poly'}",0.8143153091485384,0.8172276064678017,0.8185237183538161,0.8131308546576662,0.8142198835530137,0.8154834744361672,0.0020386844534639,3,0.9933503126227916,0.9928756864072704,0.9926388083996792,0.9935899091328372,0.9924024582008713,0.99297143495269,0.0004403637932978,3,svc
80,26,65.69348430633545,4.596990621870412,12.054717969894408,2.2921374646386288,100,0.01,sigmoid,"{'model__C': 100, 'model__gamma': 0.01, 'model__kernel': 'sigmoid'}",0.6786848973303249,0.713526582842193,0.6939763414987701,0.6917999510665006,0.6946741686387116,0.6945323882753001,0.0111329950982224,17,0.7988521411361988,0.8229257638249143,0.8161961807640098,0.7874075009127601,0.805762793271514,0.8062288759818795,0.0125460020550899,3,svc
81,0,1305.086307477951,16.518636582159658,52.01128177642822,5.0736024719469,1,1.0,rbf,"{'model__C': 1, 'model__gamma': 1, 'model__kernel': 'rbf'}",0.150109125574661,0.1490046125499173,0.1478569617622978,0.1511106222487913,0.1475784043729063,0.1491319453017147,0.0013360636077428,21,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,svc
82,1,109.69011378288268,1.4899998611145835,21.369175815582278,0.2939753453770297,1,1.0,poly,"{'model__C': 1, 'model__gamma': 1, 'model__kernel': 'poly'}",0.8148049595718488,0.8116534742051708,0.8190444596545887,0.8165402876942924,0.7977402408121306,0.8119566843876062,0.0075041035891424,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,svc
83,2,1403.996562051773,18.077000950981343,62.5541754245758,1.668441691047978,1,1.0,sigmoid,"{'model__C': 1, 'model__gamma': 1, 'model__kernel': 'sigmoid'}",6.358448328411228e-05,0.0013992747436909,6.840471167131367e-05,0.0008720332330911,0.002548602525529,0.0009903799394533,0.0009293273556519,25,6.33628773658638e-05,0.0009633353383578,0.0005325348825541,0.0017264016605595,0.0007709333890307,0.0008113136295736,0.0005475902091417,4,svc
84,3,224.38236808776853,1.2839790315799604,37.53151741027832,1.068538653514897,1,0.1,rbf,"{'model__C': 1, 'model__gamma': 0.1, 'model__kernel': 'rbf'}",0.7682767361691271,0.7458948352815898,0.7433964364032495,0.7524752752014945,0.7343525727206625,0.7488791711552246,0.0113065131302835,15,0.9920168727237691,0.9940436827474454,0.9926516985245084,0.9929056988461934,0.9927746497574615,0.9928785205198756,0.0006577257719412,4,svc
85,4,107.90432057380676,2.7585674780753715,20.757021331787108,0.6001742277247176,1,0.1,poly,"{'model__C': 1, 'model__gamma': 0.1, 'model__kernel': 'poly'}",0.8191657908161264,0.8106316844508461,0.8161993885645482,0.8178969648023986,0.7951957676661262,0.811817919260009,0.0088073419487465,8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,svc
86,5,886.2785576820373,29.42102867344109,61.35588579177856,2.844213612043992,1,0.1,sigmoid,"{'model__C': 1, 'model__gamma': 0.1, 'model__kernel': 'sigmoid'}",0.0003222387200018,0.0001050780336039,0.0020678984428454,0.0013910479368718,0.0026533000468091,0.0013079126360264,0.000981113789468,23,0.0005767543636833,0.0001716829335776,0.0016617720917865,0.0012977085576531,0.0015748595533393,0.001056555500008,0.0005841728513231,4,svc
87,6,161.87598252296448,0.9205597812951974,45.21416573524475,1.628413908402305,1,0.01,rbf,"{'model__C': 1, 'model__gamma': 0.01, 'model__kernel': 'rbf'}",0.8076887654149204,0.7980710499509499,0.787370319619599,0.7979770650041109,0.7901750192656127,0.7962564438510386,0.0071119369743415,10,0.8691888130541295,0.8662395434895293,0.8673686005473752,0.8674276645734239,0.8698182382888368,0.868008571990659,0.0013072367644837,4,svc
88,7,365.9903876781464,14.342494437884325,45.73076400756836,2.3281717016000663,1,0.01,poly,"{'model__C': 1, 'model__gamma': 0.01, 'model__kernel': 'poly'}",0.6158523305390863,0.6158455127269431,0.6033566888034484,0.5992838362986004,0.5888320166667457,0.6046340770069648,0.0103102610099842,18,0.650080973307056,0.6495903407776148,0.6537217584443586,0.6513994156994641,0.6506498117005679,0.6510884599858123,0.0014479473136564,4,svc
89,8,218.66986546516415,1.527844489814178,42.39263963699341,0.2495323001150654,1,0.01,sigmoid,"{'model__C': 1, 'model__gamma': 0.01, 'model__kernel': 'sigmoid'}",0.7657388156168067,0.7521498866018101,0.733342760040389,0.7546980750931281,0.7453087067445657,0.7502476488193399,0.0107104571778528,14,0.7910085187366614,0.7862519296912862,0.7990292674471672,0.7938802811962578,0.7912100233964726,0.792276004093569,0.0041764237650425,4,svc
90,9,1280.5843280792235,19.83421010431053,52.98757576942444,3.6756625912056538,10,1.0,rbf,"{'model__C': 10, 'model__gamma': 1, 'model__kernel': 'rbf'}",0.1566106633201743,0.1481539343247727,0.1551956153575525,0.1512148508354717,0.1507569078426867,0.1523863943361316,0.0030879646808455,20,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,svc
91,10,106.2774935722351,3.08480451196383,20.63371810913086,0.5102825155972049,10,1.0,poly,"{'model__C': 10, 'model__gamma': 1, 'model__kernel': 'poly'}",0.8213489111722697,0.8122263542811782,0.8177021034646129,0.8228682047563111,0.798189859353761,0.8144670866056266,0.0089260589061964,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,svc
92,11,1406.957670021057,16.507067094122608,62.4502525806427,3.165741319734903,10,1.0,sigmoid,"{'model__C': 10, 'model__gamma': 1, 'model__kernel': 'sigmoid'}",6.455447277135019e-05,0.0009427971064535,6.898147989788461e-05,0.0020459840637239,0.0024178857855676,0.0011080405816828,0.0009789019272881,24,6.429236554726219e-05,0.0016239725920409,0.0010115441335885,0.0023574893092232,0.0007913060276584,0.0011697208856116,0.0007755421772534,4,svc
93,12,240.52592301368716,5.261423106694286,34.28539342880249,0.6037241881273926,10,0.1,rbf,"{'model__C': 10, 'model__gamma': 0.1, 'model__kernel': 'rbf'}",0.7747577135870752,0.7644936032618488,0.7599831686099515,0.7701451082930226,0.7504421470570422,0.763964348161788,0.0084104501342762,13,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,svc
94,13,108.14403748512268,3.177729535338748,20.75515751838684,0.5369696921452277,10,0.1,poly,"{'model__C': 10, 'model__gamma': 0.1, 'model__kernel': 'poly'}",0.8177232230142281,0.8062155207387844,0.814188692634745,0.821192056290367,0.795133812922905,0.8108906611202059,0.0093146643423919,9,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,svc
95,14,788.5947458267212,28.8005015715614,63.27915015220642,0.6262703900560959,10,0.1,sigmoid,"{'model__C': 10, 'model__gamma': 0.1, 'model__kernel': 'sigmoid'}",0.0007333675318454,9.252746871720192e-05,0.0006676595693959,0.0010086790757802,0.0020833572666687,0.0009171181824815,0.0006548955252779,26,0.0005945205698521,0.0001633800283904,0.0014093264883902,0.0010664291431074,0.0011344820887097,0.00087362766369,0.0004414845740413,4,svc
96,15,86.57968630790711,1.321680094782125,25.35280923843384,1.8044414748439168,10,0.01,rbf,"{'model__C': 10, 'model__gamma': 0.01, 'model__kernel': 'rbf'}",0.8274177340109904,0.8249598064968722,0.8270835611029621,0.8278771713157997,0.821453870741137,0.8257584287335522,0.0023734092321808,1,0.9774205610457722,0.9806008079826614,0.9787041603444396,0.9768025305596884,0.9788254291526004,0.9784706978170324,0.0013117375977443,4,svc
97,16,180.10256667137145,2.4113039782452432,35.09174885749817,0.2334408992111358,10,0.01,poly,"{'model__C': 10, 'model__gamma': 0.01, 'model__kernel': 'poly'}",0.7834733118983236,0.790635306365914,0.7714974230665136,0.7680865989201097,0.7719233866489957,0.7771232053799713,0.0085234796137793,11,0.9043816780310944,0.9034679377724324,0.9039465521499004,0.9014385298111478,0.903676152563178,0.9033821700655504,0.0010187308336661,4,svc
98,17,95.93382997512818,1.5831011618514623,21.10068817138672,0.0606638381237492,10,0.01,sigmoid,"{'model__C': 10, 'model__gamma': 0.01, 'model__kernel': 'sigmoid'}",0.7744703232473233,0.7445997324730547,0.749739851628558,0.7361039656714047,0.723957379596349,0.7457742505233379,0.0167932149436541,16,0.8333003592133876,0.8285524797436541,0.8336403134750436,0.8277785798136922,0.7958473144133936,0.8238238093318342,0.0141905148081424,4,svc
99,18,1291.046945476532,15.839434057701355,52.09952044487,4.376824834553874,100,1.0,rbf,"{'model__C': 100, 'model__gamma': 1, 'model__kernel': 'rbf'}",0.1566633790862114,0.1481539343247727,0.1521936786173425,0.1533885495154196,0.1518029122085099,0.1524404907504512,0.0027412985950039,19,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,svc
100,19,107.43615765571596,5.270996302799288,21.26022181510925,0.1863471880598649,100,1.0,poly,"{'model__C': 100, 'model__gamma': 1, 'model__kernel': 'poly'}",0.8221291518683981,0.8087294450436996,0.8221484956894145,0.821429610933794,0.7955653916858589,0.8140004190442329,0.0105384414700906,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,svc
101,20,1414.1596215248107,15.534818495078635,63.33622045516968,2.370141463863857,100,1.0,sigmoid,"{'model__C': 100, 'model__gamma': 1, 'model__kernel': 'sigmoid'}",0.0001114860730309,0.0010620435288615,7.032553165520729e-05,0.0004123456687732,0.0007655141953985,0.0004843429995438,0.0003816835102426,27,6.724276862374614e-05,0.0015364824234885,0.0012354467152681,0.001811616755038,0.0002763213911203,0.0009854220107077,0.0006920483359241,4,svc
102,21,235.3835364818573,3.717718900478749,34.852154922485354,0.7550615615588627,100,0.1,rbf,"{'model__C': 100, 'model__gamma': 0.1, 'model__kernel': 'rbf'}",0.7774707220216968,0.7657208951193294,0.7604619122053574,0.7671644046013437,0.7510221046968594,0.7643680077289173,0.0086568120180321,12,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,svc
103,22,108.97383489608764,3.2835680633261,21.17171621322632,0.4606224204592453,100,0.1,poly,"{'model__C': 100, 'model__gamma': 0.1, 'model__kernel': 'poly'}",0.8194447765135885,0.8110360772541467,0.8177721191748745,0.8200165072284464,0.7982557167801342,0.813305039390238,0.0081771055329799,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,svc
104,23,762.9108364105225,34.43947482128056,63.70787625312805,0.6845350777884346,100,0.1,sigmoid,"{'model__C': 100, 'model__gamma': 0.1, 'model__kernel': 'sigmoid'}",0.0013441900209589,0.0039531772032408,0.0033274637754181,0.0020952257328237,0.0015603264711989,0.0024560766407281,0.0010168086577078,22,0.0025364675441091,0.001288616267881,0.0025043323528372,0.0016909627584464,0.0014819360128485,0.0019004629872244,0.0005220290392714,4,svc
105,24,77.73030042648315,2.284063824709514,21.90351023674011,1.0761690069935137,100,0.01,rbf,"{'model__C': 100, 'model__gamma': 0.01, 'model__kernel': 'rbf'}",0.8288412781365202,0.8019939152917918,0.8199221975659144,0.8229191534683252,0.8161626359631494,0.8179678360851401,0.0089999078624604,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,svc
106,25,115.9455102443695,2.7890512752711323,23.100006198883055,0.5308094731278644,100,0.01,poly,"{'model__C': 100, 'model__gamma': 0.01, 'model__kernel': 'poly'}",0.8231322856848096,0.8152888100365908,0.8199077758370464,0.822613526450355,0.8100534282428953,0.8181991652503393,0.004930817600091,2,0.9934160254965388,0.9942991558155236,0.993794832091726,0.9924020822796146,0.9937942386509564,0.9935412668668718,0.0006349980519614,4,svc
107,26,61.5314398765564,5.841966790553485,11.227599668502808,3.2509432285731097,100,0.01,sigmoid,"{'model__C': 100, 'model__gamma': 0.01, 'model__kernel': 'sigmoid'}",0.7135968052618503,0.7075776433738851,0.7079947508274984,0.6676086696596341,0.7037951557999097,0.7001146049845555,0.016551408704253,17,0.7990115269602122,0.8281545372807336,0.8354588871044677,0.8021533310449224,0.8066932704860129,0.8142943105752698,0.0146886885282969,4,svc
108,0,4726.644067335129,66.36162913367313,208.00799555778505,3.85391284702795,1,1.0,rbf,"{'model__C': 1, 'model__gamma': 1, 'model__kernel': 'rbf'}",0.1522047477338396,0.1479964302667892,0.1489139536767693,0.1511195693377602,0.1486363020586084,0.1497742006147533,0.0016070396154066,21,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5,svc
109,1,396.4328934192657,10.790565864001271,75.94837017059326,1.9652590537474064,1,1.0,poly,"{'model__C': 1, 'model__gamma': 1, 'model__kernel': 'poly'}",0.8227948456903189,0.8115632512497453,0.8180038261739155,0.8189613170229734,0.7971978313506421,0.813704214297519,0.0090089707651237,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5,svc
110,2,4825.085662174225,111.24789808762436,178.7965627670288,19.28652894353299,1,1.0,sigmoid,"{'model__C': 1, 'model__gamma': 1, 'model__kernel': 'sigmoid'}",6.510241524580198e-05,0.0010625038325552,0.0008629263799472,0.0013249784425326,0.0023056118999323,0.0011242245940426,0.0007252315592841,25,6.500757660619082e-05,0.0014150017247214,0.0013967267609643,0.0023405357487705,0.0016205829115166,0.0013675709445158,0.0007362671571824,5,svc
111,3,812.4149366378784,25.670329421373523,150.45026755332947,12.101174350740626,1,0.1,rbf,"{'model__C': 1, 'model__gamma': 0.1, 'model__kernel': 'rbf'}",0.7691712337272019,0.74349683104238,0.7422944626022825,0.7533870703071254,0.7339662542240819,0.7484631703806144,0.0120494542463885,15,0.9921428357127452,0.9941704328330916,0.9923987348290778,0.992904165555874,0.992523388287036,0.992827911443565,0.0007147634639827,5,svc
112,4,338.77432374954225,32.29569451496589,66.66926193237305,8.555730946778162,1,0.1,poly,"{'model__C': 1, 'model__gamma': 0.1, 'model__kernel': 'poly'}",0.8186444269040773,0.8081709417570758,0.816335087902577,0.8179839769985909,0.7967476572556447,0.8115764181635932,0.0083084043604616,8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5,svc
113,5,2977.3456694602964,47.53316307375263,222.47105407714844,1.7503467107157522,1,0.1,sigmoid,"{'model__C': 1, 'model__gamma': 0.1, 'model__kernel': 'sigmoid'}",0.0019463037670677,0.0004989757712716,0.0007794129413001,0.0011580770610296,0.0027525503110173,0.0014270639703373,0.0008221529692064,23,0.0016161640540217,0.0001851606809991,0.0011236355552347,0.001404783101158,0.0010402915168488,0.0010740069816525,0.0004892840905696,5,svc
114,6,556.591526556015,26.79347787369809,186.25875482559204,13.67965834862295,1,0.01,rbf,"{'model__C': 1, 'model__gamma': 0.01, 'model__kernel': 'rbf'}",0.8081581968002505,0.802241364827213,0.7943877285395248,0.7954283805819303,0.7921678656930184,0.7984767072883873,0.0058943601984669,10,0.8662933358457386,0.8672467742064198,0.8674797423590114,0.8679551211853159,0.8699309311837432,0.8677811809560458,0.0012034799640157,5,svc
115,7,1200.915381526947,89.60160503557931,157.58669805526733,8.698543814507348,1,0.01,poly,"{'model__C': 1, 'model__gamma': 0.01, 'model__kernel': 'poly'}",0.6148543175548946,0.6155244310180588,0.5983093607978957,0.6049774342469607,0.5921250796114805,0.605158124645858,0.0091463101069786,18,0.6503055897833337,0.652880283531982,0.6513115588253131,0.653449412414386,0.6511286804661557,0.6518151050042341,0.0011669566924067,5,svc
116,8,786.1169800758362,13.73143488340767,149.89768953323363,1.8724331065370303,1,0.01,sigmoid,"{'model__C': 1, 'model__gamma': 0.01, 'model__kernel': 'sigmoid'}",0.7656674760941957,0.7560853636146726,0.7310483199694365,0.7417997173120305,0.7541822034545121,0.7497566160889695,0.0120507835157937,14,0.7854100650826891,0.7881518757921813,0.7947687766994127,0.790597785765307,0.7937401652631514,0.7905337337205482,0.0034683172414349,5,svc
117,9,4640.1287178993225,95.43902176817544,193.31052236557008,15.919086364813738,10,1.0,rbf,"{'model__C': 10, 'model__gamma': 1, 'model__kernel': 'rbf'}",0.1577183218161916,0.1482063426231012,0.1531562303378797,0.1522436064581053,0.1517530359795535,0.1526155074429663,0.0030546357410714,19,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5,svc
118,10,400.5211169719696,8.4177148243304,76.38136353492737,1.4820806326317293,10,1.0,poly,"{'model__C': 10, 'model__gamma': 1, 'model__kernel': 'poly'}",0.8169905823974287,0.8158681167934241,0.8176909618431372,0.8210594090569823,0.7977421080953795,0.8138702356372702,0.0082477482287486,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5,svc
119,11,4599.736127376556,74.74849126773478,210.70582127571103,31.68607572194908,10,1.0,sigmoid,"{'model__C': 10, 'model__gamma': 1, 'model__kernel': 'sigmoid'}",6.513697066790695e-05,0.0009967384505746,6.98452206820357e-05,0.0014018667687685,0.0008112103441213,0.0006689595509628,0.0005269472410628,27,6.510241524580198e-05,0.0014603659303815,0.001348986238602,0.0023213058749963,0.0002873303581256,0.0010966181634702,0.0008264180013475,5,svc
120,12,847.9618765354156,77.58978064955771,139.27827076911927,20.433320729723103,10,0.1,rbf,"{'model__C': 10, 'model__gamma': 0.1, 'model__kernel': 'rbf'}",0.7769291621750202,0.7643212207714908,0.7589776615582632,0.769193950259767,0.7496363171054334,0.7638116623739949,0.0092261091587419,13,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5,svc
121,13,338.8936065196991,40.24654854033503,68.77339162826539,9.46637101966312,10,0.1,poly,"{'model__C': 10, 'model__gamma': 0.1, 'model__kernel': 'poly'}",0.8218410418540838,0.8092494410866674,0.8182312496200318,0.8199339745822755,0.7997438297323775,0.8137999073750872,0.0082486784449797,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5,svc
122,14,2723.288912963867,80.56861296816676,220.8540291309357,1.36162286181184,10,0.1,sigmoid,"{'model__C': 10, 'model__gamma': 0.1, 'model__kernel': 'sigmoid'}",0.0021090556904076,0.0002593042102815,0.0013870690887277,0.0009254458392698,0.0015147689977278,0.0012391287652829,0.0006185612126145,24,0.0019761430066117,0.0005567333896068,0.0016169096266607,0.001291573969475,0.0012603628520382,0.0013403445688785,0.0004697978312603,5,svc
123,15,308.77295846939086,17.624865261472966,100.23705883026123,8.006497429954813,10,0.01,rbf,"{'model__C': 10, 'model__gamma': 0.01, 'model__kernel': 'rbf'}",0.8264636961711865,0.8304712203765086,0.8329583031491316,0.8279615534383836,0.8253531697672414,0.8286415885804903,0.0027568437971148,1,0.978189948032199,0.9767914484839744,0.9788335342341754,0.9769317806707092,0.9771740147870602,0.9775841452416236,0.0007937410848016,5,svc
124,16,569.4307454109191,9.22175202165672,118.4127923488617,4.932655388411557,10,0.01,poly,"{'model__C': 10, 'model__gamma': 0.01, 'model__kernel': 'poly'}",0.77520841216442,0.7845217668508832,0.772641928877042,0.7766164726119268,0.7676174996578815,0.7753212160324306,0.0055293105415199,11,0.9024135389350632,0.9036957750922072,0.9034370387690952,0.9027610081987024,0.9058744864509454,0.9036363694892028,0.001209462793899,5,svc
125,17,341.2333819389343,2.891706696023072,72.52449808120727,1.613128463320106,10,0.01,sigmoid,"{'model__C': 10, 'model__gamma': 0.01, 'model__kernel': 'sigmoid'}",0.7766682790663884,0.7408140863941248,0.7396861199249682,0.7339443852387225,0.7174439861198506,0.7417113713488108,0.0193707213075815,16,0.827867424021026,0.8282146587890016,0.8267146040369465,0.8278581219688219,0.7968095997821681,0.8214928817195929,0.0123520374927858,5,svc
