,cfg,fold,loss_test,acc_test,f1_test,mean_loss,std_loss,mean_acc_val,std_acc_val,mean_acc_train,std_acc_train,mean_f1_train,std_f1_train,mean_f1_val,std_f1_val
13,1,2,5.97818144184215,19.695817490494296,0.1502258971063437,0.44046738519250744,0.01497771065610792,66.79883685196667,0.5961813007371946,81.24086327446044,0.7121407637673853,0.8113212807297103,0.007279404263706619,0.666611425685372,0.007170564320126135
14,2,2,3.2699512391223267,30.684410646387832,0.28167310322996514,0.4634105205505282,0.036441256045005144,66.3803442575528,1.1009148406363376,80.20072112577593,1.653451464556424,0.8008960140411946,0.016670201596360366,0.6622189338398601,0.011438726195741543
15,3,2,0.945816917465681,58.8212927756654,0.588730030501367,0.5762818739815876,0.19834936004634252,63.18320080605001,5.635735674280119,75.40187112281436,8.446123628971515,0.7515804522676437,0.08675369672235675,0.6305980888203022,0.05581198304776679
16,4,2,1.0971031846032397,53.11787072243346,0.5388623542698602,0.7340986856921822,0.3624911655322908,59.671546074920215,8.654325641220193,68.57722405667741,15.622985599604736,0.6795871148361434,0.1637608577396626,0.5959909734337877,0.08542189959119047
17,5,2,2.280688463780363,19.809885931558934,0.17159998289382875,0.9879627592470557,0.6570697319494626,50.94017511357473,21.130166839621793,60.606331243132374,22.831350494424868,0.5863253015130074,0.256689503084648,0.5045861769718993,0.21938038090731418
18,6,2,4.381032712806455,23.840304182509506,0.17717795813468099,0.9119004426818279,0.636283680523917,53.14017426252607,20.29266566168608,63.43501753387558,22.24817411335751,0.6172556742834227,0.24946737377856645,0.5270808564978289,0.2104610144344079
19,7,2,5.2834578100436085,22.547528517110266,0.1570916767205518,0.8560750839409937,0.6133104351444552,54.892081854439674,19.546128516898484,65.50792396136022,21.52608610144886,0.6399749568453181,0.24101253123508593,0.5450222325124828,0.20256985236090294
20,8,2,3.8318989588006156,32.09125475285171,0.2583465023010654,0.8139357395345922,0.5904577122411121,56.451259525539555,18.96305570483172,67.05128485589134,20.76288876670909,0.6570062965076431,0.23231336878844686,0.5609692542898017,0.1963787003972671
21,9,2,3.871398860165148,23.5361216730038,0.1767683750131973,0.8195558858531861,0.5605157188336249,56.97418345795468,18.05983233540221,66.65086616681988,19.739053918492548,0.6536554870884674,0.22067354346188955,0.5668692620727822,0.1871564097415474
22,10,2,1.0550932168110696,56.42585551330799,0.5718104066083067,0.8672146341642434,0.5553819196803261,56.200553250823035,17.40003793869154,64.40809794430305,20.11579845293084,0.6305222416083407,0.22280059646143632,0.5596503682108854,0.1799618846905462
